text,emotion
Znowu wszystko poszlo nie tak,zly
To jest cud nad cudami!,zaskoczony
Spokoj ogarnia mnie calosciowo.,kontemplujacy
To wszystko mnie wykancza!,zly
To jest cos fenomenalnego!,zaskoczony
To wyglada jak totalna porazka,zdegustowany
Zaraz to zalatwie,neutralny
Zaraz wroce z odpowiedzia,neutralny
Po prostu nie mam juz energii,zly
Po prostu mam dosc tego wszystkiego!,zly
Zaraz to rozwiaze,neutralny
To wybitnie zniecheca,zdegustowany
Chcialbym to przeanalizowac,neutralny
To jest prawdziwa niespodzianka! ,zaskoczony
Nie wytrzymam dluzej!,przerazony
To absolutna rewolucja!,zaskoczony
To wszystko mnie przytlacza.,smutny
Co za niesamowite przezycie!,szczesliwy
Jestem na skraju zalamania!,zly
Jestem zly na siebie,zly
To naprawde sie dzieje!,zaskoczony
Nie wierze w to,zdegustowany
Sprawdze opcje,neutralny
Nie wytrzymam tego!,przerazony
Sprawdze szczegoly,neutralny
Jak mozna dopuscic do czegos takiego? ,zdegustowany
Zaraz wroce do tematu,neutralny
Nie mam sily na nic.,smutny
To mnie przeroslo.,smutny
To wszystko jest po prostu bez sensu,zly
Jestem pelen energii!,szczesliwy
To mnie doprowadza do szalu!,zly
Zajmijmy sie tym pozniej,neutralny
Nie wierze w ten brak odpowiedzialnosci,zdegustowany
To lepsze niz moglbym sobie wyobrazic!,zaskoczony
Co za odkrycie! ,zaskoczony
Nie moge przestac myslec o tym strachu!,przerazony
To wszystko mnie frustruje!,zly
Chcialbym uciec od tego.,smutny
Zgadzam sie z tym,neutralny
Nie mam nadziei na przyszlosc.,smutny
Skontaktuje sie z odpowiednia osoba,neutralny
To musze jeszcze sprawdzic,neutralny
To jest obrzydliwe,zdegustowany
Chcialbym uzyskac wiecej szczegolow,neutralny
Jestem zdruzgotany,przerazony
To wykracza poza moje wyobrazenia. ,zdegustowany
Jestem pelen szczescia!,szczesliwy
Nie potrafie odnalezc w sobie radosci.,smutny
Znowu wszystko sie komplikuje,zly
Zaraz cos wymysle,neutralny
Znowu nie potrafie znalezc wyjscia.,smutny
To wykracza poza wszelkie normy,zdegustowany
Nie moge tego zaakceptowac.,smutny
Zajmijmy sie tym za chwile,neutralny
Zajmijmy sie tym pozniej,neutralny
Z kazda chwila odpoczynku moje cialo staje sie coraz bardziej zrelaksowane.,kontemplujacy
Znowu to sie wydarzylo,zly
To mnie totalnie oszolomilo!,zaskoczony
To po prostu smieszne,zdegustowany
To musze potwierdzic,neutralny
Czuje sie jakby wszystko bylo stracone.,smutny
Co za bezczelnosc!,zly
Czuje sie calkowicie zignorowany!,zly
Zaraz padne!,przerazony
Jestem pelen pozytywnych emocji!,szczesliwy
Chcialbym cofnac czas.,smutny
Po prostu tego nie rozumiem,zly
Zaraz wroce do tego tematu,neutralny
To mnie po prostu zniecheca do wszystkiego.,zly
Znowu wszystko poszlo nie tak.,smutny
To chyba zart,zdegustowany
Z kazdym dniem probuje lepiej rozumiec siebie i innych.,kontemplujacy
Ta cisza przywraca mi harmonie.,kontemplujacy
To jest po prostu cudowne!,zaskoczony
Serce mi wali z przerazenia!,przerazony
To mnie naprawde przygnebia. ,zdegustowany
Nie wytrzymam,zdegustowany
Za chwile wroce z odpowiedzia,neutralny
To mnie rozbija psychicznie,przerazony
To mnie przytlacza psychicznie,przerazony
Kazdy moment w tej chwili daje mi poczucie rownowagi.,kontemplujacy
Prosze o chwile,neutralny
Spokoj ogarnia kazdy zakatek mojej duszy.,kontemplujacy
Znowu zawiodlem siebie,zly
Nie moge na to patrzec,zdegustowany
Znowu to wszystko sie sypie!,zly
Tak sie ciesze!,szczesliwy
Nie moge tego zniesc,przerazony
Rownowaga wypelnia mnie calosciowo.,kontemplujacy
Po prostu nie moge tego zniesc,zly
Jaki piekny krajobraz.,kontemplujacy
Jestem pelen szczescia i optymizmu!,szczesliwy
Jestem pelen pozytywnych emocji i energii!,szczesliwy
To nie jest prawdziwe,przerazony
To jak najlepszy wybor!,szczesliwy
Jestem pelen ekscytacji!,szczesliwy
Znowu wszystko idzie zle!,zly
To mnie zupelnie zniszczylo.,smutny
To jak najlepszy wybor!,szczesliwy
To przekracza wszystkie granice. ,zdegustowany
Czuje sie totalnie zlamany.,smutny
To wszystko mnie niszczy!,zly
Czy ktos to widzi?,zdegustowany
Zaraz sie tym zajme,neutralny
Moje zycie jest jednym wielkim chaosem.,smutny
To jak cudowna przygoda!,szczesliwy
Nie potrafie znalezc zadnego wyjscia,przerazony
Jestem pelen entuzjazmu!,szczesliwy
Spokoj wypelnia moja przestrzen.,kontemplujacy
Jestem pelen szczescia!,szczesliwy
Jak mozna byc az tak nieodpowiedzialnym? ,zdegustowany
Chcialbym zniknac z tego swiata.,smutny
To naprawde nie do uwierzenia!,zaskoczony
Jestem pelen zadowolenia!,szczesliwy
Nie potrafie juz tego zrozumiec,zly
Patrze na niebo i mysle o nieskonczonosci wszechswiata.,kontemplujacy
Nie potrafie zatrzymac tej paniki,przerazony
Nie potrafie tego rozwiazac,zly
To mnie wprost przeraza,zdegustowany
Jestem pelen zadowolenia i entuzjazmu!,szczesliwy
Ta cisza pozwala mi na pelne odprezenie.,kontemplujacy
To jest miejsce pelne inspiracji.,kontemplujacy
Zalatwimy to bez problemu,neutralny
Nic nie sprawia mi przyjemnosci.,smutny
Co za cudowna okazja!,szczesliwy
Po prostu cudowne chwile!,szczesliwy
Umysl staje sie przestrzenia pelna ciszy.,kontemplujacy
Zajme sie tym wkrotce,neutralny
To jest jak film!,zaskoczony
Zaraz znajde rozwiazanie,neutralny
Co za fantastyczne chwile!,szczesliwy
To niesamowite uczucie!,szczesliwy
Za chwile wroce z odpowiedzia,neutralny
Z kazda sekunda tej ciszy czuje sie bardziej odprezony.,kontemplujacy
Nie moge tego zniesc,zdegustowany
Co sie dzieje z moim cialem?!,przerazony
Nie potrafie uspokoic swojego umyslu,przerazony
Zaraz to rozwiaze,neutralny
To jak spelnione marzenie!,szczesliwy
Jestem pelen szczescia!,szczesliwy
Kazdy moment tej chwili wypelnia mnie poczuciem rownowagi i spokoju.,kontemplujacy
To jakby wszystko sie rozsypalo,zdegustowany
To najlepsza rzecz na dzisiaj!,zaskoczony
Chwile wyciszenia napelniaja mnie poczuciem pelnej harmonii i rownowagi.,kontemplujacy
Zaraz znikne w tej ciemnosci!,przerazony
Zajmijmy sie tym wkrotce,neutralny
Zawsze musze walczyc o swoje,zly
Nie wytrzymam tego!,przerazony
Zgroza,zdegustowany
Czuje sie totalnie przytloczony.,smutny
Jestem pelen ekscytacji!,szczesliwy
Jestem pelen radosci i energii!,szczesliwy
To najlepszy dzien w moim zyciu!,szczesliwy
Z kazda chwila tej ciszy czuje sie bardziej zharmonizowany z otoczeniem.,kontemplujacy
Zaraz wybuchne ze strachu!,przerazony
Zglosze to po konsultacji,neutralny
To mnie wykancza!,zly
Zaraz to mnie roztrzaska!,przerazony
To wymaga potwierdzenia,neutralny
Znowu wszystko mnie przytlacza.,smutny
To miejsce daje mi nadzieje.,kontemplujacy
Jestem oburzony tym poziomem,zdegustowany
Nie widze zadnej drogi naprzod.,smutny
Cisza otaczajacej mnie przestrzeni wprowadza mnie w stan pelnej refleksji.,kontemplujacy
Trzeba to jeszcze skonsultowac,neutralny
Zaraz sie tym zajme,neutralny
To nie ma sensu,zly
Skontaktuje sie z odpowiednia osoba,neutralny
Zglosze to odpowiednim osobom,neutralny
Jestem pelen szczescia i radosci!,szczesliwy
Zaraz sprawdze szczegoly,neutralny
Nie mam sily na to.,smutny
To uczucie nie daje mi zyc,przerazony
Jestem absolutnie szczesliwy!,szczesliwy
Co mam zrobic?,przerazony
Spokoj tej chwili wypelnia mnie wewnetrzna rownowaga.,kontemplujacy
To rozwiazemy razem,neutralny
Zajmuje sie tym pozniej,neutralny
To jest po prostu absolutnie niewiarygodne! ,zdegustowany
To jak najpiekniejszy sen!,szczesliwy
Prosze poczekac chwile,neutralny
To miejsce daje mi chwile spokoju.,kontemplujacy
Nie mam nadziei na przyszlosc.,smutny
Jestem pelen energii!,szczesliwy
Chcialbym czuc sie lepiej.,smutny
Nie wytrzymam tego strachu!,przerazony
Jestem w pelni usatysfakcjonowany!,szczesliwy
Chwila odpoczynku przywraca mi rownowage.,kontemplujacy
To przechodzi ludzkie wyobrazenie,przerazony
To uczucie mnie calkowicie paralizuje,przerazony
To uczucie paralizuje mnie,przerazony
Jestem pelen emocji i entuzjazmu!,szczesliwy
Patrze na to i odczuwam spokoj.,kontemplujacy
Jestem pelen szczescia!,szczesliwy
Zajmuje sie tym pozniej,neutralny
To uczucie mnie wyczerpuje,przerazony
Po prostu niesamowite przezycie!,szczesliwy
To wyjatkowa okazja!,szczesliwy
Nie potrafie znalezc wyjscia z tego leku,przerazony
Brak profesjonalizmu,zdegustowany
Znowu wszystko na marne,zly
Nie mam nadziei na nic.,smutny
Patrze na gwiazdy i czuje sie czescia czegos wiekszego.,kontemplujacy
Co za fantastyczny dzien!,szczesliwy
To uczucie mnie dusi,przerazony
Prosze o chwile cierpliwosci,neutralny
To jest jak w najgorszych koszmarach,przerazony
To po prostu mnie przerasta. ,zdegustowany
Zaraz sie to wszystko zawali!,przerazony
Znowu czuje sie jakbym nie mial nikogo.,smutny
Z kazda chwila odpoczynku czuje sie bardziej obecny w tej chwili.,kontemplujacy
Zaraz sie wycofam!,przerazony
Z kazda chwila odpoczynku moje cialo staje sie coraz bardziej zharmonizowane.,kontemplujacy
To wymaga dluzszej analizy,neutralny
Jestem pelen szczescia!,szczesliwy
Jestem pelen pozytywnych emocji!,szczesliwy
Musze to jeszcze sprawdzic,neutralny
Znowu musze sie z tym zmierzyc,zly
Jestem pelen pozytywnej energii!,szczesliwy
To uczucie mnie doslownie rozklada,przerazony
Jestem pelen radosci i ekscytacji!,szczesliwy
Znowu wszystko na nic,zly
Znowu czuje sie jakbym byl sam w tym wszystkim.,smutny
Po prostu nie jestem w stanie tego zniesc,zdegustowany
Kompletna fuszerka,zdegustowany
To uczucie rozdziera mnie na kawalki,przerazony
Znowu musze wszystko naprawiac,zly
To totalny brak odpowiedzialnosci. ,zdegustowany
Nic mi nie wychodzi.,smutny
Spokoj tej chwili daje mi poczucie spokoju.,kontemplujacy
To jest calkowicie szokujace!,zaskoczony
Nie potrafie tego zaakceptowac.,smutny
Jestem pelen radosci!,szczesliwy
To sie w glowie nie miesci,zdegustowany
Rownowaga staje sie moim naturalnym stanem.,kontemplujacy
Nie potrafie stawic temu czola,przerazony
Jestem pelen emocji!,szczesliwy
To po prostu nie do zniesienia,zdegustowany
Nie wytrzymam dluzej!,przerazony
Czuje sie zupelnie wypalony.,smutny
Zajmuje sie tym teraz,neutralny
Jestem pelen pozytywnych emocji!,szczesliwy
Spokoj rosnie z kazda chwila.,kontemplujacy
To jest absolutny brak jakiejkolwiek logiki. ,zdegustowany
Znowu zrobiles to samo,zly
Potrzebuje kilku minut,neutralny
To jest lepsze niz moglbym sie spodziewac!,zaskoczony
Chcialbym wiedziec wiecej,neutralny
Czy ktos to sprawdza?,zdegustowany
Jak oni moga byc tak glupi?,zly
Nie jestem w stanie tego zaakceptowac. ,zdegustowany
Jestem pelen energii!,szczesliwy
Z kazdym oddechem czuje sie bardziej zharmonizowany.,kontemplujacy
Jestem pelen energii!,szczesliwy
To najlepszy dzien w moim zyciu!,szczesliwy
Nie mam sily na nic wiecej.,smutny
Jestem pelen szczescia!,szczesliwy
Jakie to wszystko jest pelne zycia.,kontemplujacy
Nie wytrzymam z tego!,przerazony
Brak slow,zdegustowany
Skontaktuje sie z kims w tej sprawie,neutralny
Chcialbym czuc sie dobrze.,smutny
Zgadzam sie z tym,neutralny
Zawsze marzylem o tym!,szczesliwy
To nie moze sie dziac,przerazony
To mnie calkowicie zaskoczylo. ,zdegustowany
To zupelnie nie wchodzi w gre. ,zdegustowany
Jestem w pelni szczesliwy!,szczesliwy
To mnie kompletnie zlamalo.,smutny
Zaraz sie tym zajmiemy,neutralny
Nie moge znalezc ukojenia,przerazony
To jest nie do pojecia,przerazony
Jestem pelen energii i radosci!,szczesliwy
To jest niewyobrazalne,przerazony
To jak najlepszy moment!,szczesliwy
Moje zycie jest pelne bledow.,smutny
Znowu to sie powtarza,zly
Nie chce na to patrzec,zdegustowany
Kazdy oddech to chwila ukojenia.,kontemplujacy
Zaraz wybuchne z tego strachu!,przerazony
Takiego efektu sie nie spodziewalem!,zaskoczony
To jest oaza dla umyslu.,kontemplujacy
To idealny dzien na radosc!,szczesliwy
To idealny moment!,szczesliwy
Spokoj tej chwili gleboko przenika do moich mysli.,kontemplujacy
To wyglada jak najgorsza decyzja,zdegustowany
Jestem zachwycony tym momentem!,szczesliwy
Zaraz wroce z odpowiedzia,neutralny
Ten moment mowi wiecej niz tysiac slow.,kontemplujacy
Jakby kazdy oddech byl walka,przerazony
To jak fantastyczna przygoda!,szczesliwy
Nie potrafie uspokoic bijacego serca,przerazony
Zaraz cos wybuchnie!,przerazony
Znowu czuje sie jakbym nie mial sensu w tym zyciu.,smutny
Nie moge oddychac!,przerazony
Znowu czuje sie jakbym nigdy nie wyszedl z tej ciemnosci.,smutny
To absolutnie fantastyczne!,szczesliwy
Kazdy moment wypelnia mnie rownowaga.,kontemplujacy
To jest nie do zniesienia!,przerazony
To uczucie mnie dusi,przerazony
Zaraz nie bede w stanie myslec!,przerazony
To wymaga potwierdzenia,neutralny
To cudowne i niespodziewane!,zaskoczony
To jest niesamowicie pozytywne uczucie!,zaskoczony
Po prostu wszystko jest nie tak,zly
Zaraz wroce z odpowiedzia,neutralny
To jak spelnienie marzenia!,szczesliwy
Zajme sie tym pozniej,neutralny
Zalatwimy to pozniej,neutralny
To absolutnie wyjatkowy moment!,szczesliwy
Nie spodziewalem sie takiej niespodzianki!,zaskoczony
To uczucie przychodzi jak fala paniki,przerazony
Jestem pelen emocji!,szczesliwy
To naprawde wyjatkowe!,szczesliwy
Stracilem wiare.,smutny
Czuje sie jak w pulapce!,przerazony
Skontaktuje sie z odpowiednia osoba,neutralny
To miejsce jest jak szept ziemi.,kontemplujacy
Znowu to samo,zly
Za chwile wroce z odpowiedzia,neutralny
Skontaktuje sie z odpowiednimi osobami,neutralny
To jak najpiekniejszy dzien!,szczesliwy
Jestem pelen pozytywnych emocji!,szczesliwy
To mnie przerasta,zdegustowany
W tej chwili odpoczynku poczuwam pelna harmonie i rownowage.,kontemplujacy
Juz mam dosc!,zly
To mnie totalnie przytlacza. ,zdegustowany
Znowu stracilem nadzieje.,smutny
Chcialbym po prostu wyrwac sie z tej sytuacji!,zly
To jest jak najgorszy mozliwy scenariusz,przerazony
Jestem pelen entuzjazmu!,szczesliwy
Nie moge wyjsc z tego stanu,przerazony
Sprawdze szczegoly wkrotce,neutralny
Znowu nie potrafia nic ogarnac,zly
Musze poczekac na wyniki,neutralny
Zupelny brak kontroli,zdegustowany
Znowu wszystko na nic,zly
Nie moge znalezc ukojenia.,smutny
Znowu czuje sie jakbym nie mial przyszlosci.,smutny
Prosze o kilka minut,neutralny
Znowu wszystko zawiodlo,zly
Jestem pelen ekscytacji!,szczesliwy
Znowu wszystko sie zawalilo,zly
Zaraz strace kontrole!,przerazony
Zajmijmy sie tym wkrotce,neutralny
Skontaktuje sie z odpowiednia osoba,neutralny
Zaraz wszystko sie rozpadnie!,przerazony
Za chwile to zalatwimy,neutralny
Zaraz wybuchne!,przerazony
Sprawdze to z kims odpowiedzialnym,neutralny
Prosze poczekac chwile,neutralny
Znowu musze przez to przejsc,zly
Brak odpowiedzialnosci,zdegustowany
Jestem pelen pozytywnych emocji!,szczesliwy
Poczucie harmonii ogarnia moje serce.,kontemplujacy
Jestem pelen entuzjazmu i radosci!,szczesliwy
Co za wspaniale doswiadczenie!,szczesliwy
To jest do rozwazenia,neutralny
Nie czuje sie dobrze.,smutny
Jestem pelen energii!,szczesliwy
To jest cos fantastycznego!,zaskoczony
To jakis koszmar,zdegustowany
To jak cudowna przygoda!,szczesliwy
Nie jestem w stanie tego zrozumiec,zdegustowany
To calkowicie wyprowadza mnie z rownowagi. ,zdegustowany
Juz nie moge na to patrzec,zly
Chwile kontemplacji sa dla mnie okazja do odkrywania siebie na nowo.,kontemplujacy
Mozemy to zrobic krok po kroku,neutralny
Moje zycie jest pelne pustki.,smutny
Zaraz sie zapadne w strachu!,przerazony
To wykracza poza wszelkie granice logicznego myslenia,zdegustowany
To jak cudowna chwila!,szczesliwy
Nie mam nadziei na przyszlosc.,smutny
Patrze i odczuwam harmonie zycia.,kontemplujacy
Zajmijmy sie tym pozniej,neutralny
To uczucie mnie miazdzy psychicznie,przerazony
To jakas farsa,zdegustowany
Zaraz wybuchne ze strachu!,przerazony
Zaraz wybuchne z leku!,przerazony
Rownowaga wypelnia moje cialo.,kontemplujacy
Prosze poczekac chwile,neutralny
Zaraz sie rozpadne ze strachu!,przerazony
Nie wytrzymam tego stresu!,zly
Zawsze musze to robic sam,zly
Nie mam sily na dalsze starania.,smutny
Znowu nie moge tego zniesc,zly
Nie wytrzymam dluzej tego strachu!,przerazony
Wszystko jest przeciwko mnie,zly
To uczucie trzyma mnie w szponach,przerazony
Z kazdym oddechem moje cialo odpoczywa.,kontemplujacy
To absolutnie wyjatkowa chwila!,szczesliwy
To cudowne przezycie!,szczesliwy
Zaraz oszaleje z tego strachu!,przerazony
Serce wali mi jak mlot,przerazony
Znowu czuje sie jakby nic nie mialo sensu.,smutny
Rownowaga w tym miejscu wplywa na moje wnetrze.,kontemplujacy
Jestem pelen energii!,szczesliwy
Na razie to wystarczy,neutralny
Nie moge juz wytrzymac tej presji,zly
Jestem pelen szczescia i spelnienia!,szczesliwy
Znowu czuje sie bezradny!,zly
Znowu czuje sie bezradny!,zly
Skontaktuje sie z odpowiednia osoba,neutralny
To jest jakby ktos mnie uwiezil w koszmarze,przerazony
Jestem pelen radosci!,szczesliwy
Za chwile sie tym zajme,neutralny
Przejdzmy do kolejnego kroku,neutralny
Po prostu nie da sie tego zrozumiec,zdegustowany
Nie potrafie uciec od tego leku,przerazony
To uczucie ogarnia mnie jak cien,przerazony
Znowu musze zaczynac od nowa,zly
Za moment to bedziemy mieli,neutralny
Brak mi cierpliwosci na to,zdegustowany
Chcialbym uzyskac wiecej informacji,neutralny
To jak widmo niebezpieczenstwa nad glowa,przerazony
Zajmijmy sie tym pozniej,neutralny
Znowu wszystko poszlo zle,zly
Zaraz sie tym zajmiemy,neutralny
To przeroslo moje oczekiwania!,zaskoczony
Chwile milczenia pomagaja mi poczuc sie bardziej obecnym w swoim zyciu.,kontemplujacy
To nie moze sie dziac naprawde!,przerazony
Bede mial odpowiedz wkrotce,neutralny
Zajmijmy sie tym pozniej,neutralny
To jak spelnione marzenie!,szczesliwy
Zajmijmy sie tym pozniej,neutralny
Nie moge juz tego zniesc,zly
Po prostu nie chce zyc.,smutny
To trzeba jeszcze potwierdzic,neutralny
Czuje wdziecznosc za te prosta chwile.,kontemplujacy
To jest nie do przyjecia,zdegustowany
To jak najlepszy wybor!,szczesliwy
Po prostu cudowne chwile!,szczesliwy
Chwile kontemplacji sa jak odpoczynek dla mojej duszy.,kontemplujacy
Znowu wszystko zawiodlo,zly
Zajme sie tym pozniej,neutralny
Nie potrafie odnalezc szczescia.,smutny
Przejdzmy do dzialania,neutralny
Nie widze juz zadnego wyjscia.,smutny
Znowu wszystko sie wali,zly
Jakie to wszystko jest pelne cudu.,kontemplujacy
Co jesli juz nigdy nie wroci do normy?!,przerazony
Nie moge tego juz zniesc,zly
Nie potrafie przejsc przez to!,przerazony
To najlepsza chwila mojego zycia!,szczesliwy
To jak koszmar,przerazony
Znowu czuje sie jak w pulapce!,zly
Jestem pelen szczescia!,szczesliwy
Jestem przepelniony radoscia!,szczesliwy
Nie potrafie tego zrozumiec!,zly
Zaraz wybuchne ze strachu!,przerazony
Trzeba poczekac na odpowiednia chwile,neutralny
Skontaktuje sie z kims w tej sprawie,neutralny
Zaskoczylo mnie to na kazdym mozliwym poziomie!,zaskoczony
Chwila odpoczynku pomaga mi poczuc sie w pelni obecnym w tej chwili.,kontemplujacy
Spokoj tej chwili daje mi poczucie harmonii.,kontemplujacy
To uczucie mnie przeraza do szpiku kosci,przerazony
To za duzo jak na mnie.,smutny
Zglosze to do odpowiednich osob,neutralny
To naprawde dziwne,zdegustowany
To niewiarygodne,przerazony
Znowu czuje sie zignorowany!,zly
Znowu nic sie nie udalo,zly
Zaraz to sprawdze,neutralny
Trzeba poczekac na odpowiedz,neutralny
To wykracza poza moje najsmielsze oczekiwania! ,zaskoczony
Nie potrafie tego naprawic.,zly
To jak najpiekniejszy sen!,szczesliwy
Za chwile sprawdzimy szczegoly,neutralny
Znowu mam do czynienia z glupota,zly
Spokoj ogarnia mnie w pelni.,kontemplujacy
Znowu musze przez to przejsc,zly
Zajmijmy sie tym na spokojnie,neutralny
Jakie to wszystko jest bezkresne.,kontemplujacy
Jestem absolutnie zszokowany! ,zaskoczony
To naprawde cos wyjatkowego!,szczesliwy
To jest po prostu niesamowite w najgorszym sensie. ,zdegustowany
Kazda minuta pelna spokoju przynosi mi poczucie rownowagi.,kontemplujacy
Nie mam nadziei na przyszlosc.,smutny
Skontaktuje sie z kims w tej sprawie,neutralny
Jestem pelen radosci!,szczesliwy
Jestem pelen entuzjazmu!,szczesliwy
Skontaktuje sie z kims odpowiedzialnym,neutralny
Nie potrafie sobie z tym poradzic.,zly
To wymaga przemyslenia,neutralny
Trzeba poczekac na odpowiednia chwile,neutralny
Zaraz to zalatwie,neutralny
